id,ime_barke,tip_barke,cena,dolzina,sirina,letnik,st_kabin,st_ur,drzava
163,Catarsi Navetta 85,Motor Yacht,980000,22.5,6.3,2002,3,300,Italy
1630,Bavaria 29 Sport,Cabin Cruiser,59500,9.28,2.98,2004,2,500,Italy
1631,Sessa Oyster 35,Motor Yacht,99000,10.6,3.53,2005,2,1000,Italy
1632,Bavaria 32 sport,Cabin Cruiser,69000,9.84,3.2,2005,,700,Italy
1633,Dalla Pietà DP 59 FLY,Flybridge,535000,17.82,4.94,2008,3,1220,Italy
1634,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
1635,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
1636,Quicksilver 755 Sundeck,Cabin Cruiser,65000,7.23,2.55,2021,1,70,Italy
1637,A. Mostes M34,Offshore Boat,,10.9,2.99,2021,,50,Italy
1638,Cantieri di Baia B 43,Motor Yacht,95000,13.1,4.0,1991,2,,Italy
1639,Sea Ray 355,Motor Yacht,105000,10.82,3.48,,2,680,Italy
164,Tecnomarine T 50,Hardtop,135000,14.67,4.25,1988,2,580,Italy
1640,Sea Ray 450 DA,Motor Yacht,149000,17.0,4.24,1996,2,1250,Italy
1641,San Remo 465,Flybridge,250000,15.05,4.15,2005,3,460,Italy
1642,Cayman 40 W.A.,Motor Yacht,145000,12.3,4.25,1999,2,1300,Italy
1643,Bénéteau 37 HT,Hardtop,178000,12.1,3.77,2009,2,680,Italy
1644,Quicksilver Activ 855 Cruiser,Hardtop,98000,8.91,2.98,2016,2,150,Italy
1645,Cantieri di Baia Azzurra 63,Motor Yacht,530000,18.9,5.0,2002,3,20,Italy
1646,Tecnomar VELVET 83,Motor Yacht,,23.95,6.0,2006,3,1500,Italy
1647,Tecnomar VELVET 83,Motor Yacht,1090000,23.95,6.0,2006,3,1500,Italy
1648,Sunseeker Predator 62,Motor Yacht,780000,19.74,4.98,,3,,Italy
1649,Princess 62 Fly,Flybridge,995000,19.3,5.03,2009,4,1400,Italy
165,Azimut AZ 37,Flybridge,75000,11.44,3.96,1991,2,3500,Italy
1650,Princess 62 Fly,Flybridge,915000,18.9,5.0,2008,4,800,Italy
1651,Galeon 375 GTO NEW BOAT,Cabin Cruiser,390900,11.5,3.65,2023,,,Slovenia
1652,Viking Yachts 43 Convertible,Motor Yacht,,12.93,4.66,1994,2,1246,Italy
1653,Bénéteau Barracuda 9,Pilothouse,110000,7.98,2.93,2019,1,232,Italy
1654,Custom Line Navetta 27,Motor Yacht,,27.45,7.0,2000,4,10200,Italy
1655,Azimut Magellano 43,Flybridge,495000,12.96,4.4,2016,2,485,Italy
1656,Azimut 51 Atlantis,Hardtop,890000,14.47,4.55,2019,3,150,Italy
1658,Giomarine Summer 25,Hardtop,50000,8.0,3.1,2006,2,60,Italy
1659,Sealine SC 35 ht,Hardtop,183000,10.5,3.75,2008,2,530,Italy
166,Canados 72,Motor Yacht,750000,22.8,5.8,2007,4,790,Italy
1660,Aicon 62 SL,Motor Yacht,480000,18.4,5.08,2007,3,577,Italy
1661,Sanlorenzo SL 62,Flybridge,610000,18.7,5.14,2007,3,700,Italy
1662,Apreamare Maestro 65,Motor Yacht,,19.74,5.74,2006,3,1200,Italy
1663,Cranchi Endurance 33,Motor Yacht,145000,10.25,3.46,2011,2,190,Italy
1664,Glastron GT 150,Classic Power Boat,55000,,,1972,,300,
1665,Gianetti 55 S HT,Hardtop,205000,17.2,4.35,2001,4,760,Italy
1666,Marinello 650 Cabin,Sport Boat,49600,6.4,2.49,2023,1,46,Italy
1667,Bruno Abbate G 29 Primatist,Cabin Cruiser,75000,9.0,3.0,2006,2,120,Italy
1668,Azimut 55 Flybridge,Flybridge,345000,16.8,4.75,2003,3,1460,
1669,Azimut 62S,Motor Yacht,790000,18.41,4.98,2007,3,760,
167,Mingolla Brava 18,Center Console,14800,5.6,2.1,2017,,600,Italy
1670,Alalunga Open 85 Sport X,Superyacht,1200000,26.6,6.2,2008,4,1405,Italy
1671,Fiart Mare FIART 38 GENIUS,Motor Yacht,165000,11.56,3.84,2006,3,1020,Italy
1672,Cranchi Zaffiro 34,Motor Yacht,,11.21,3.49,2007,2,950,Italy
1673,Cranchi Zaffiro 34,Motor Yacht,88000,11.21,3.49,2003,2,1050,Italy
1674,Colombo Super Indios 18,Runabout,33000,5.2,1.95,1969,,,Italy
1675,Azimut 36,Flybridge,95000,11.28,4.05,1997,2,1150,Italy
1676,bayliner ciera 275 sb,Cabin Cruiser,25000,8.2,2.87,2006,2,400,Italy
1677,Cranchi Zaffiro 34,Bowrider,89999,10.35,3.49,2000,2,565,Italy
1678,Atlantis 50x4,Hardtop,380000,15.58,4.35,2009,2,750,Italy
1679,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
168,Mochi Craft Dolphin 54 Sun Top,Flybridge,680000,16.65,4.9,2008,3,315,Italy
1680,Cranchi ENDURANCE 41,Sport Boat,139000,11.93,3.5,2006,2,505,Italy
1681,Princess 67 FLY - BJ. 2008,Flybridge,799000,21.0,5.23,2008,3,870,Slovenia
1682,VZ Cantiere Nautico 18,Flybridge,,18.6,5.2,1993,4,1400,Italy
1683,Sunseeker Predator 56,Motor Yacht,300000,18.34,4.6,2000,2,730,Italy
1684,Jeanneau 630,Flybridge,1350000,16.83,5.15,2018,3,350,Italy
1685,Saver 540 Cabin Fisher,Cabin Cruiser,,5.2,2.35,2000,,,Italy
1686,Azimut 51 Atlantis,Hardtop,,14.47,4.55,2019,3,180,Italy
1687,Cantieri Maccianti 850 (unico),Fishing Boat,85000,9.0,2.96,1989,1,2357,Italy
1688,Riva SAINT TROPEZ,Sport Boat,52000,9.52,2.74,1975,,,Italy
1689,Windy 34 Khamsin,Motor Yacht,89000,10.4,3.2,2003,2,730,Italy
169,Baglietto 42,Superyacht,9900000,41.7,8.0,2010,5,1500,Italy
1690,Bavaria 37 Sport,Motor Yacht,122000,11.99,3.99,2005,2,820,Italy
1691,Absolute 45,Motor Yacht,225000,13.7,4.19,2006,2,1000,Italy
1693,Trojan Bertram Trojan 34,Motor Yacht,,10.2,4.02,1989,,,Italy
1694,Flipper 900 ST,Hardtop,230000,9.02,3.15,2022,2,170,Italy
1696,Cranchi ZAFFIRO 34,Motor Yacht,85000,10.35,3.49,2004,,850,
1697,Sunseeker Predator 62,Motor Yacht,680000,17.5,4.98,,3,,Italy
1698,Capelli Cap 28 WA,Sport Boat,74000,8.15,2.75,2011,1,251,Italy
1699,Mochi Craft 40 Europa,Flybridge,85000,11.98,4.08,1992,2,1370,Italy
17,Airon Marine 325,Motor Yacht,73000,9.78,3.1,2003,2,630,Italy
170,Raffaelli Shamal 40,Motor Yacht,95000,12.26,3.64,2001,2,540,Italy
1700,Sunseeker Manhattan 70,Flybridge,1250000,21.5,5.67,2009,4,1100,Italy
1701,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
1702,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
1704,Azimut 62S,Cabin Cruiser,530000,18.41,4.9,2008,2,,Italy
1706,Greenline 48 FLY - HYBRID,Flybridge,650000,15.45,4.79,2017,3,950,Slovenia
1707,Princess V42,Hardtop,328000,13.56,3.99,2010,2,,Italy
1708,Apreamare 45 COMFORT,Motor Yacht,250000,12.08,4.48,2006,2,,Italy
1709,Spinella Riccardo GIGLIO 29,Hardtop,140000,8.4,3.05,2017,1,,Italy
171,Tecnomar TB 58,Center Console,125000,17.68,4.45,1994,3,1300,Italy
1710,Pedrazzini Special,Sport Boat,650000,9.9,2.98,2014,,,Italy
1711,Tullio Abbate 32 Elite,Sport Boat,49000,9.6,2.7,1992,1,,Italy
1712,Apreamare smeraldo 800,Center Console,34000,8.0,3.0,,,,Italy
1713,SanRemo 34 SEDAN,Pilothouse,79000,10.8,3.42,2004,2,1180,Italy
1714,Prinz 33 OPEN,Cabin Cruiser,70000,10.25,3.35,2004,2,135,Italy
1715,Princess 388,Flybridge,88000,12.5,4.14,1989,2,1400,Italy
1716,Bénéteau Flyer 8.8 SUNdeck,Deck Boat,110000,9.0,2.89,2018,2,185,Italy
1717,Riva SUPER FLORIDA,Classic Power Boat,69000,6.07,1.98,1958,,,Italy
172,Sanlorenzo SL 57,Flybridge,,17.16,5.21,1991,3,1373,Italy
1720,Quicksilver 805 CRUISER,Cabin Cruiser,83220,8.05,2.55,2023,,,Italy
1721,Quicksilver 605 SUNDECK,Deck Boat,42000,6.45,2.45,2023,1,,Italy
1722,Quicksilver 755 SUNDECK,Deck Boat,71800,7.55,2.54,2022,1,,Italy
1723,AZIMUT 46 FLY,Flybridge,,14.9,4.45,2003,3,930,Italy
1724,Quicksilver 755 Sundeck,Cabin Cruiser,65000,7.23,2.55,2021,1,70,Italy
1725,Sealine SC 35 ht,Hardtop,183000,10.5,3.75,2008,2,530,Italy
1726,Quicksilver 705 PILOTHOUSE,Fishing Boat,57130,7.05,2.54,2023,1,,Italy
1727,Sunseeker Predator 62,Hardtop,,19.6,5.0,2009,3,,Italy
1728,Princess S65,Flybridge,,20.32,5.08,2018,4,,Italy
1729,Sunseeker Manhattan 68,Flybridge,,21.1,5.26,2020,4,270,Italy
173,Tecnomar TB 38,Sport Boat,55000,11.34,2.7,2003,1,500,Italy
1730,"Blu Martin 13,50 SUN TOP HT",Hardtop,184000,13.5,3.98,2005,2,700,Italy
1731,Boston Whaler 31 Fish,Fishing Boat,48000,9.9,3.75,1990,1,1500,Italy
1732,Monachus Pharos 45,Hardtop,225000,13.85,4.2,2010,3,600,Italy
1733,Cantieri di Baia B 50 FORCE ONE,Motor Yacht,120000,14.8,4.26,1991,2,,Italy
1734,Fairline Squadron 59,Flybridge,270000,18.21,4.72,1995,3,1400,Italy
1735,Princess 500,Motor Yacht,215000,16.0,4.0,1995,3,800,Italy
1736,Ferretti 550,Flybridge,465000,17.32,4.93,2007,4,1070,Italy
1737,Bénéteau Antares 8 OB V2,Cabin Cruiser,98360,8.06,2.8,2023,2,,Italy
1738,Jaguar 80,Hardtop,,23.31,5.8,2009,5,670,Italy
1739,Need Yachts 960 Coupe,Motor Yacht,115000,9.65,2.99,2010,,590,
174,Riviera Marine 48 Convertible,Flybridge,230000,15.4,5.0,1999,3,1800,Italy
1740,A. Mostes 23.4 venere,Sport Boat,32000,7.8,2.4,1998,1,,Italy
1741,Overmarine Mangusta 72,Hardtop,420000,21.98,5.6,1999,3,1231,Italy
1742,Apreamare Aprea 10 Semi Cabin,Motor Yacht,107000,9.6,3.4,2001,1,750,Italy
1743,Innovazioni e Progetti MIRA 43,Motor Yacht,180000,12.66,4.15,2008,3,195,Italy
1744,Cranchi Corallo 840,Motor Yacht,29900,8.31,2.87,1994,1,,Italy
1745,Dragonfly 28 Sport,Power Catamaran,189000,8.7,2.54,2011,2,,Italy
1747,Cranchi ENDURANCE 41,Sport Boat,139000,11.93,3.5,2006,2,505,Italy
1748,Dragonfly 28 Sport,Power Catamaran,189000,8.7,2.54,2011,2,,Italy
1749,Fiart Mare 35,Motor Yacht,55000,10.25,3.6,1988,2,993,Italy
175,Gobbi 21.05 Sport,Sport Boat,14000,6.42,2.38,1990,1,70,
1750,Fiart Mare Thunder 28,Sloep,22000,8.3,3.06,,1,480,Italy
1751,Sea Ray 315 Sundencer,Motor Yacht,58000,9.47,2.87,2005,1,535,Italy
1752,Camuffo 980,Classic Power Boat,49000,9.8,3.3,1965,1,101,Italy
1753,Rizzardi TECNEMA 60,Motor Yacht,420000,17.5,4.85,2006,3,1200,Italy
1754,Mangusta 92,Motor Yacht,2400000,28.0,6.6,2008,4,1451,Italy
1756,Ilver 39 Spada,Motor Yacht,80000,11.8,3.45,2001,2,400,Italy
1757,Mochi Craft 47 Open,Motor Yacht,120000,15.4,4.45,1990,3,40,Italy
176,Mazarin Yachts Mazarin 72,Flybridge,700000,21.7,5.35,2008,4,1500,Italy
1760,Tecnomar Velvet 90 HT,Hardtop,1100000,27.5,6.3,2007,3,,Italy
1761,Sunseeker Predator 62,Motor Yacht,690000,19.1,5.0,2007,3,950,Italy
1762,Tiara 3200 Open,Motor Yacht,150000,10.7,4.0,2006,1,2000,Italy
1763,"Manò Marine MANO' 38,50",Motor Yacht,145000,12.1,3.98,2008,3,400,Italy
1764,Bruno Abbate Primatist 34,Sport Boat,34000,9.99,3.24,1986,1,900,Italy
1765,Fipa MAIORA 30 CONVERTIBLE,Superyacht,,30.6,7.5,2021,5,,Italy
1766,Portofino Marine 37,Pilothouse,230000,9.94,3.85,2014,2,320,Italy
1767,Gobbi 425 SC,Cabin Cruiser,140000,13.7,4.07,2002,2,,Italy
1768,Giomarine Summer 25,Hardtop,50000,8.0,3.1,2006,2,60,Italy
177,Gobbi 23 FISHERMAN,Sport Boat,25000,7.8,2.51,1986,,,Italy
1770,Crownline 315 sr,Offshore Boat,72000,9.9,3.0,2007,2,650,Italy
1771,GOZZO MATTERI,Classic Power Boat,28000,7.0,2.2,2000,,730,Italy
1772,Trimarchi  Trimarchi 57 PRO,Classic Power Boat,27000,6.0,2.0,2022,,,Italy
1773,Bavaria S 45 Coupé,Motor Yacht,646660,14.99,4.41,2023,,,Italy
1774,Sessa C 48 HT,Hardtop,770000,15.7,4.3,2021,2,80,Italy
1775,Cranchi Zaffiro 36,Sport Boat,130000,9.96,3.85,2008,2,,Italy
1776,Bavaria 29 Sport,Sport Boat,105000,8.76,2.99,2013,2,250,Italy
1778,Scar NEXT 195,Center Console,26700,5.9,2.2,2022,,,Italy
1779,Cranchi T 43,Motor Yacht,,13.8,4.37,2018,3,414,Italy
1781,Bavaria SR41 HT,Motor Yacht,489035,13.21,3.99,2023,,,Italy
1782,Sanlorenzo SL 82,Flybridge,,24.95,6.17,2006,4,1027,Italy
1783,Grand Banks Europa 52,Trawler,420000,15.59,4.69,1998,3,1000,Italy
1784,Ala Blu Proteo 30 fly,Flybridge,60000,8.14,3.03,1998,1,50,Italy
1785,Princess 40,Flybridge,205000,12.32,3.9,1999,2,890,Italy
1786,Boston Whaler 20 REVENGE,Sport Boat,16000,6.04,2.23,1982,1,,Italy
1787,ALMAR TF 40 Almar,Motor Yacht,35000,11.45,3.6,1994,2,50,Italy
1788,Bertram 28 fly,Flybridge,40000,8.7,3.3,1977,1,1700,Italy
1789,Portofino Marine 10 Fly,Flybridge,95000,8.5,3.05,2004,2,1223,Italy
179,Cranchi ENDURANCE 41,Sport Boat,139000,11.93,3.5,2006,2,505,Italy
1791,Crownline 315 sr,Offshore Boat,72000,9.9,3.0,2007,2,650,Italy
1793,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
1795,Princess 66,Flybridge,285000,20.12,5.23,1994,3,2380,Italy
1797,Arno LEOPARD 23,Motor Yacht,,22.6,5.16,2006,3,1180,Italy
1798,Riva 33 AQUARIVA SUPER,Motor Yacht,630000,10.07,2.8,2020,1,120,Italy
1799,QUEENS 72 HT - MODEL 2010,Motor Yacht,649000,19.62,5.22,2010,3,1050,Italy
18,Jeanneau CAP CAMARAT 7.5WA S3,Center Console,98000,7.5,2.5,,1,,Italy
180,Crownline 315 sr,Offshore Boat,72000,9.9,3.0,2007,2,650,Italy
1800,Ferretti 592,Flybridge,850000,17.8,5.25,2009,3,750,Italy
1801,Azimut 50,Flybridge,395000,15.5,4.53,2005,3,,Italy
1803,Sea Ray 290 SUNDANCER,Sport Boat,35000,9.2,2.92,1999,2,986,Italy
1805,"Galeon 560 Fly, NEW BOAT",Flybridge,1254400,17.82,4.82,2023,,,Slovenia
1806,Wellcraft SCARAB 35 SPORT CUDDY,Center Console,95000,10.76,3.02,2006,1,400,Italy
1807,Grady White Boats 305 Express,Motor Yacht,155000,9.3,3.23,2011,1,654,Italy
1808,Galeon 425 HTS NEW BOAT,Hardtop,498600,13.46,3.9,2023,,,Slovenia
1809,Galeon 410 HTC NEW BOAT,Hardtop,525100,12.48,3.95,2023,,,Slovenia
181,V yacht v 40,Motor Yacht,140000,9.95,4.21,2014,2,40,
1810,Galeon 405 HTS NEW BOAT,Hardtop,463700,13.46,3.9,2023,,,Slovenia
1812,Pro-Line 29 Express,Fishing Boat,73000,9.2,2.95,2007,1,250,Italy
1813,Raffaelli Storm S,Flybridge,80000,14.14,4.34,1992,3,2130,Italy
1814,Quicksilver 755 Sundeck,Cabin Cruiser,65000,7.23,2.55,2021,1,70,Italy
1815,Crownline 315 sr,Offshore Boat,72000,9.9,3.0,2007,2,650,Italy
1816,Frauscher 1017 GT,Motor Yacht,330000,9.99,2.99,,1,155,Italy
1817,Doral 250 SE,Sport Boat,40000,7.72,2.59,2000,1,300,Italy
1818,Diano 22,Flybridge,,22.8,5.75,1991,4,2800,Italy
182,Tullio Abbate Elite 25',Center Console,25000,7.48,2.35,1989,1,,Italy
1820,Baja Marine Baja 22.5,Offshore Boat,22000,7.0,2.0,1999,1,,Italy
1821,Sanlorenzo 62,Flybridge,,18.9,5.2,2007,3,630,Italy
1822,Gianetti Yacht GIANETTI 46,Flybridge,,13.72,4.26,1990,3,1090,Italy
1823,Bertram Yacht 37' Convertible,Flybridge,125000,11.51,4.05,1987,2,,Italy
1824,Intermare 30 Fly,Flybridge,69000,9.1,3.0,2000,1,788,Italy
1825,Hustler 37,Offshore Boat,210000,11.28,3.15,2007,,130,Italy
1826,Bertram Yacht 31 Flybridge Cruiser,Flybridge,100000,9.35,3.41,1987,1,,Italy
1827,Sonic 41,Motor Yacht,,12.5,2.5,1989,1,5,Italy
1828,Princess 56,Flybridge,890000,16.5,4.6,2013,3,850,Italy
1829,Viking Marine San Remo 34 SEDAN,Pilothouse,75000,9.85,3.42,2005,2,1180,Italy
183,Monte Carlo Yachts 27 Offshorer,Runabout,,8.17,2.26,1976,1,,Italy
1831,Cantieri del Golfo Ipanema 15 fly,Flybridge,170000,14.2,4.4,1992,3,110,Italy
1832,Gianetti Mirage 38m,Superyacht,13500000,38.5,8.1,2024,9,,Italy
1833,Sea Ray 315 DA,Cabin Cruiser,82000,9.47,2.87,2009,2,420,Italy
1834,Alena  56,Hardtop,325000,17.53,4.65,2008,3,620,Italy
1835,Airon Marine 425,Cabin Cruiser,155000,12.9,3.75,2002,3,520,Italy
1836,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
1837,Sealine SC 35 ht,Hardtop,183000,10.5,3.75,2008,2,530,Italy
1838,Crownline 315 sr,Offshore Boat,72000,9.9,3.0,2007,2,650,Italy
1839,Saver 330 Sport,Cabin Cruiser,79900,9.93,3.24,2007,2,400,Italy
184,BLULINE (IT) Bluline 19 Open,Deck Boat,20500,5.5,2.29,2023,,,Italy
1840,Bertram Yacht 38' Convertible,Motor Yacht,70000,11.7,4.03,1980,2,,Italy
1841,Azimut Grande 27 metri,Motor Yacht,,26.78,6.59,2022,7,200,Italy
1843,Princess M21,Flybridge,1000000,21.33,5.55,2009,4,,Italy
1844,Sunseeker Portofino 53,Hardtop,429000,16.32,4.57,2007,3,670,
1845,Prestige Yachts 500 Fly,Flybridge,700000,15.2,4.5,2019,3,450,
1846,Pershing 50',Hardtop,520000,15.23,4.38,2010,3,570,Italy
1847,Red Tuna 29 Sport Fisherman,Fishing Boat,120000,8.8,3.0,2023,1,,Italy
1848,Cayman 40 W.A.,Motor Yacht,165000,12.3,4.16,2001,2,1100,Italy
1849,"Manò Marine M 42,50",Hardtop,260000,13.67,4.2,2011,2,433,Italy
185,Colombo Virage 34,Motor Yacht,,10.3,3.0,1997,1,330,Italy
1850,Jeanneau Leader 36,Motor Yacht,290000,11.6,3.6,2020,2,200,Italy
1851,Grady White Boats 305 Express,Motor Yacht,155000,9.3,3.23,2011,2,700,Italy
1852,Cranchi ZAFFIRO 34 D4 VOLVO,Motor Yacht,89000,10.34,3.5,2006,2,770,Italy
1853,Cranchi MEDITERRANEE 47 HARD TOP,Hardtop,230000,14.19,4.1,2008,2,730,
1854,Apreamare Maestro 65,Motor Yacht,850000,19.74,5.74,2006,3,1600,Italy
1855,Riva 68 EGO,Motor Yacht,1450000,20.55,5.45,2009,3,1250,Italy
1856,Raffaelli 38 Typhoon Fly,Flybridge,95000,11.5,3.62,1997,2,1460,Italy
1857,Ferretti 720,Motor Yacht,,21.79,5.7,2013,,1050,
1858,Sciallino 30,Hardtop,78000,9.05,3.25,1987,2,,Italy
1859,Giomarine Summer 25,Hardtop,50000,8.0,3.1,2006,2,60,Italy
186,BLULINE (IT) Bluline 21 Open,Deck Boat,,6.5,2.42,2022,,,Italy
1860,AZIMUT 46 FLY,Flybridge,,14.9,4.45,2003,3,930,Italy
1861,Custom Oliver Classic 20,Classic Power Boat,600000,20.0,4.6,2004,,,Italy
1862,Sunseeker 131,Superyacht,16950000,40.05,8.09,2018,,,Italy
1863,XL Marine 45,Motor Yacht,400000,14.0,4.05,2013,2,500,Italy
1864,Galeon 640,Flybridge,2675000,18.42,5.0,2022,4,50,
1865,Innovazioni e Progetti MIRA 43,Motor Yacht,145000,12.66,4.15,2007,3,,Italy
1866,Apreamare 28 Semicabinato,Cabin Cruiser,92000,8.52,2.85,2006,1,1600,Italy
1867,Sessa C 30,Motor Yacht,55000,9.5,3.0,2005,2,1006,Italy
1868,Rizzardi 50 TOP LINE,Classic Power Boat,240000,16.1,4.35,2004,3,790,Italy
1869,Ocean Yachts 42 Super Sport,Flybridge,135000,12.81,4.57,1991,2,550,Italy
187,Quicksilver Activ 555 Open,Bowrider,25130,5.3,2.24,2023,,,Italy
1870,Gianetti Yacht 42 FLY,Flybridge,,12.31,4.28,1989,3,,Italy
1871,Boston Whaler 320 Outrage,Fishing Boat,125000,10.8,3.09,2005,,650,Italy
1872,Princess 480 Fly,Flybridge,175000,14.8,4.45,1996,3,1050,Italy
1873,Boston Whaler 305 CONQUEST,Motor Yacht,132000,9.2,3.2,2008,1,750,Italy
1874,Azimut AZ 35,Flybridge,70000,11.3,3.96,1986,2,500,Italy
1875,Itama 38,Motor Yacht,195000,9.99,3.76,1984,1,1680,Italy
1876,Mochi Craft -PESARO SPORT FISHERMAN,Classic Power Boat,15000,6.99,2.53,1968,,10,
1877,"Manò Marine MANO' 38,50",Motor Yacht,155000,11.0,3.94,2010,3,134,Italy
1878,Galeon 440 FLY 2023 NEW BOAT,Motor Yacht,649700,13.97,4.2,2023,,,Slovenia
188,Quicksilver Activ 675 Open,Center Console,44610,6.75,2.54,2023,1,,Italy
1880,De Vries Lentsch 22M,Motor Yacht,1790000,22.07,6.1,1990,4,,Italy
1881,Cranchi ENDURANCE 41,Sport Boat,139000,11.93,3.5,2006,2,505,Italy
1882,Sealine SC 35 ht,Hardtop,183000,10.5,3.75,2008,2,530,Italy
1883,Cantieri Navali Liguri NUOVA NAUTICA LIGURE 43,Hardtop,109000,13.0,3.6,2007,2,400,Italy
1884,Four Winns Vista 288,Sport Boat,65000,9.15,2.95,2005,2,770,Italy
1885,Cantieri di Pisa Akhir 110,Superyacht,2990000,34.5,7.32,2000,4,6500,Italy
1886,Jeanneau NC9,Hardtop,160000,9.43,3.15,2016,1,300,Italy
1887,Cantieri di Viareggio Bellcraft 900 (PRE,Pilothouse,60000,8.74,3.05,2004,,700,Italy
1888,Gobbi 345 SC,Motor Yacht,90000,10.9,3.47,2005,2,780,Italy
1889,Princess 66 Fly,Flybridge,259000,20.12,5.23,1995,3,2319,Italy
189,Quicksilver activ 605 Open,Deck Boat,34860,6.12,2.44,2023,,,Italy
1890,Bayliner 2855 Ciera,Hardtop,40000,8.52,2.89,1995,1,100,Italy
1891,Apreamare Smeraldo 9 Cabin,Cabin Cruiser,95000,9.1,3.27,1997,1,550,
1892,Salpa LAVER 32.5,Motor Yacht,77000,9.38,3.35,2007,2,650,Italy
1893,Apreamare Smeraldo 9 Semi cabinato,Cabin Cruiser,120000,9.0,3.27,2004,1,950,Italy
1894,Profilmarine Cherokee 35,Motor Yacht,64900,10.9,2.7,1987,1,57,Italy
1895,Fairline Targa 43,Motor Yacht,189000,13.9,4.32,2002,2,800,Italy
1896,Hatteras 63 GT,Motor Yacht,2800000,19.2,6.0,2013,4,461,Italy
1897,Chris Craft 42,Cabin Cruiser,65000,12.46,4.1,1992,2,800,Italy
1898,Carnevali 130,Flybridge,188000,13.0,4.09,2004,2,550,Italy
1899,Pershing 40,Cabin Cruiser,129000,13.2,3.98,1998,2,1200,Italy
19,C.N. Arturo Stabile Stama 33,Motor Yacht,88000,11.2,3.4,2007,2,1300,Italy
190,Quicksilver Activ 505 Open,Deck Boat,20990,5.0,2.0,2023,,,Italy
1900,Montecarlo Marine 55,Motor Yacht,320000,17.8,4.2,2009,2,150,Italy
1901,Pershing 56,Hardtop,,17.6,4.8,2006,3,,Italy
1902,Rizzardi CR 60 Day,Motor Yacht,300000,18.9,4.8,1997,3,,Italy
1903,Bruno Abbate Primatist G 48,Motor Yacht,165000,13.8,4.4,1998,3,,Italy
1904,Azimut ATLANTIS 43,Hardtop,460000,13.9,4.25,2016,2,260,Italy
1905,AZIMUT 46 FLY,Flybridge,,14.9,4.45,2003,3,930,Italy
1906,Giomarine Summer 25,Hardtop,50000,8.0,3.1,2006,2,60,Italy
1907,Atlantis 50x4,Hardtop,380000,15.58,4.35,2009,2,750,Italy
1909,Rodman 44 FLY,Flybridge,189000,13.6,4.28,2004,,850,
191,Quicksilver Activ 605 Sundeck,Deck Boat,39770,6.18,2.44,2023,1,,Italy
1910,Princess 60,Flybridge,1450000,18.61,4.83,2017,3,600,Italy
1911,Marine Project PRINCESS 62,Flybridge,,18.6,5.03,2010,4,1160,Italy
1912,Sessa C48,Hardtop,,14.36,4.28,2018,2,420,Italy
1913,Riva Ariston,Classic Power Boat,200000,6.8,2.16,1961,,,Italy
1914,Magnum 53' Sport,Motor Yacht,400000,16.13,4.8,1992,2,2567,Italy
1915,Invictus GT 280,Center Console,145000,8.9,2.83,2021,1,70,Italy
1916,Cranchi ZAFFIRO 32,Motor Yacht,78000,9.5,3.26,2006,2,460,Italy
1917,Azimut 50 Flybridge,Flybridge,380000,16.02,4.55,2006,3,670,Italy
1918,Marine Project PRINCESS 45 FLY,Flybridge,125000,13.6,4.28,1988,3,2000,Italy
1919,Fjord 900,Motor Yacht,39000,9.5,,1987,1,1800,Italy
192,Quicksilver Activ 675 Sundeck,Sport Boat,49160,6.7,2.55,2023,1,,Italy
1920,Apreamare 45 CONFORT,Motor Yacht,270000,12.2,4.46,2007,2,250,Italy
1921,Cranchi MEDITERRANEE 43,Motor Yacht,250000,11.95,4.13,2007,2,800,Italy
1922,Cayman 43 WA,Motor Yacht,200000,13.9,4.25,2004,2,1100,Italy
1923,Cayman 43 WA,Motor Yacht,250000,13.9,4.25,2009,2,1000,Italy
1924,Tecnomar OFF SHORE 40,Motor Yacht,80000,12.12,2.89,1989,1,350,Italy
1925,Bayliner VR5,Sport Boat,43500,6.4,2.44,2017,1,130,Slovenia
1928,Cranchi ENDURANCE 41,Sport Boat,139000,11.93,3.5,2006,2,505,Italy
1929,Quicksilver 755 WEEKEND,Pilothouse,79000,7.4,2.85,2017,2,486,Italy
193,Cranchi PELICAN,Sport Boat,140000,10.41,3.64,2006,2,90,Italy
1930,Menorquin 160 HARD TOP,Motor Yacht,300000,16.4,5.0,2003,3,1000,Italy
1931,Guy Couach 2200 Fly,Flybridge,420000,21.85,5.35,2003,4,1480,Italy
1932,Uniesse 54 SPORT,Motor Yacht,395000,16.2,4.5,2005,3,420,Italy
1935,Abacus 62,Motor Yacht,590040,18.66,5.0,2010,,,
1936,Primatist G41,Hardtop,189000,12.4,4.06,2008,2,650,Italy
